epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
-2,avg,success,"[42, 57, 70, 31, 32, 35, 36, 94, 60, 58]","[42, 57, 70, 31, 32, 35, 36, 94, 60, 58]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_-002_avg.pkl
-1,avg,success,"[55, 40, 59, 72, 92, 12, 45, 0, 33, 89]","[55, 40, 59, 72, 92, 12, 45, 0, 33, 89]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_-001_avg.pkl
0,avg,success,"[49, 44, 89, 17, 36, 2, 22, 4, 27, 6]","[49, 44, 89, 17, 36, 2, 22, 4, 27, 6]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0000_avg.pkl
1,avg,success,"[9, 75, 14, 7, 45, 60, 13, 54, 47, 70]","[9, 75, 14, 7, 45, 60, 13, 54, 47, 70]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0001_avg.pkl
2,avg,success,"[87, 24, 71, 75, 43, 58, 36, 5, 31, 79]","[87, 24, 71, 75, 43, 58, 36, 5, 31, 79]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0002_avg.pkl
3,avg,success,"[83, 35, 19, 71, 13, 76, 72, 97, 37, 40]","[83, 35, 19, 71, 13, 76, 72, 97, 37, 40]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0003_avg.pkl
4,avg,success,"[69, 65, 99, 70, 73, 42, 49, 59, 12, 62]","[69, 65, 99, 70, 73, 42, 49, 59, 12, 62]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0004_avg.pkl
5,avg,success,"[39, 5, 69, 85, 75, 6, 28, 50, 49, 55]","[39, 5, 69, 85, 75, 6, 28, 50, 49, 55]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0005_avg.pkl
6,avg,success,"[47, 37, 30, 77, 59, 48, 33, 21, 96, 90]","[47, 37, 30, 77, 59, 48, 33, 21, 96, 90]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0006_avg.pkl
7,avg,success,"[9, 42, 0, 52, 33, 63, 71, 44, 55, 11]","[9, 42, 0, 52, 33, 63, 71, 44, 55, 11]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0007_avg.pkl
8,avg,success,"[42, 61, 12, 24, 80, 91, 11, 21, 57, 54]","[42, 61, 12, 24, 80, 91, 11, 21, 57, 54]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0008_avg.pkl
9,avg,success,"[12, 92, 22, 39, 54, 40, 61, 60, 94, 49]","[12, 92, 22, 39, 54, 40, 61, 60, 94, 49]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0009_avg.pkl
10,avg,success,"[49, 9, 37, 34, 97, 60, 76, 38, 25, 54]","[49, 9, 37, 34, 97, 60, 76, 38, 25, 54]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0010_avg.pkl
11,avg,success,"[20, 84, 75, 64, 81, 2, 72, 79, 61, 83]","[20, 84, 75, 64, 81, 2, 72, 79, 61, 83]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0011_avg.pkl
12,avg,success,"[84, 68, 98, 59, 65, 85, 77, 4, 62, 51]","[84, 68, 98, 59, 65, 85, 77, 4, 62, 51]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_16.38.30_avg_True_no-noise_reba/agg_records/pkl/round_0012_avg.pkl
