epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
-2,clip,success,"[42, 57, 70, 31, 32, 35, 36, 94, 60, 58]","[42, 57, 70, 31, 32, 35, 36, 94, 60, 58]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_-002_clip.pkl
-1,clip,success,"[55, 40, 59, 72, 92, 12, 45, 0, 33, 89]","[55, 40, 59, 72, 92, 12, 45, 0, 33, 89]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_-001_clip.pkl
0,clip,success,"[49, 44, 89, 17, 36, 2, 22, 4, 27, 6]","[49, 44, 89, 17, 36, 2, 22, 4, 27, 6]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0000_clip.pkl
1,clip,success,"[9, 75, 14, 7, 45, 60, 13, 54, 47, 70]","[9, 75, 14, 7, 45, 60, 13, 54, 47, 70]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0001_clip.pkl
2,clip,success,"[87, 24, 71, 75, 43, 58, 36, 5, 31, 79]","[87, 24, 71, 75, 43, 58, 36, 5, 31, 79]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0002_clip.pkl
3,clip,success,"[83, 35, 19, 71, 13, 76, 72, 97, 37, 40]","[83, 35, 19, 71, 13, 76, 72, 97, 37, 40]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0003_clip.pkl
4,clip,success,"[69, 65, 99, 70, 73, 42, 49, 59, 12, 62]","[69, 65, 99, 70, 73, 42, 49, 59, 12, 62]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0004_clip.pkl
5,clip,success,"[39, 5, 69, 85, 75, 6, 28, 50, 49, 55]","[39, 5, 69, 85, 75, 6, 28, 50, 49, 55]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0005_clip.pkl
6,clip,success,"[47, 37, 30, 77, 59, 48, 33, 21, 96, 90]","[47, 37, 30, 77, 59, 48, 33, 21, 96, 90]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0006_clip.pkl
7,clip,success,"[9, 42, 0, 52, 33, 63, 71, 44, 55, 11]","[9, 42, 0, 52, 33, 63, 71, 44, 55, 11]",[],10,10,[],re_result_6-29_APRA/cifar100_700_Jul.02_17.36.41_clip_True_no-noise_reba/agg_records/pkl/round_0007_clip.pkl
