epoch,method,stage,selected,rejected,human
1,rflbat,rflbat_first_distance_filter,"[3, 71, 32, 58, 4, 24, 62, 67, 43, 29, 71, 32, 58, 4, 24, 62, 67, 43, 29]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.7564537799461641}"
1,rflbat,rflbat_cluster_filter,"[71, 32, 58, 24, 62, 67, 43, 29, 71, 32, 58, 24, 62, 67, 43, 29]","[3, 4]","{""accepted_indices"": [1, 2, 3, 5, 6, 7, 8, 9, 1, 2, 3, 5, 6, 7, 8, 9], ""num_clusters"": 3, ""cluster_scores"": [0.13832440638970991, 1.0000000000009412, 1]}"
1,rflbat,rflbat_final_distance_filter,"[71, 32, 58, 24, 62, 67, 43, 29]","[3, 4]","{""accepted_indices"": [1, 2, 3, 5, 6, 7, 8, 9, 1, 2, 3, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.06523329509353756}"
2,rflbat,rflbat_first_distance_filter,"[0, 30, 57, 86, 66, 85, 54, 99, 23, 53, 30, 57, 86, 66, 85, 54, 99, 23, 53]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.6651295882674646}"
2,rflbat,rflbat_cluster_filter,"[0, 30, 57, 86, 66, 85, 54, 99, 23, 53, 30, 57, 86, 66, 85, 54, 99, 23, 53]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.09123062520501675]}"
2,rflbat,rflbat_final_distance_filter,"[30, 57, 86, 66, 85, 54, 99, 23, 53]",[0],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.8722678990880919}"
3,rflbat,rflbat_first_distance_filter,"[2, 39, 9, 63, 48, 35, 87, 5, 13, 50, 39, 9, 63, 48, 35, 87, 5, 13, 50]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.5010453826864663}"
3,rflbat,rflbat_cluster_filter,"[2, 39, 9, 63, 48, 35, 87, 5, 13, 50, 39, 9, 63, 48, 35, 87, 5, 13, 50]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.1383926738713323]}"
3,rflbat,rflbat_final_distance_filter,"[39, 9, 63, 48, 35, 87, 5, 13, 50]",[2],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6613087726439487}"
4,rflbat,rflbat_first_distance_filter,"[1, 98, 26, 62, 6, 55, 78, 43, 84, 14, 98, 26, 62, 6, 55, 78, 43, 84, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.39849073529782636}"
4,rflbat,rflbat_cluster_filter,"[1, 98, 26, 62, 6, 55, 78, 43, 84, 14, 98, 26, 62, 6, 55, 78, 43, 84, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.109153778796265]}"
4,rflbat,rflbat_final_distance_filter,"[98, 26, 62, 6, 55, 78, 43, 84, 14]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.4989529853474217}"
5,rflbat,rflbat_first_distance_filter,"[1, 93, 34, 19, 5, 40, 81, 43, 63, 67, 93, 34, 19, 5, 40, 81, 43, 63, 67]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.3730895107749966}"
5,rflbat,rflbat_cluster_filter,"[1, 93, 34, 19, 5, 40, 81, 43, 63, 67, 93, 34, 19, 5, 40, 81, 43, 63, 67]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.09792182955980672]}"
5,rflbat,rflbat_final_distance_filter,"[93, 34, 19, 5, 40, 81, 43, 63, 67]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.4601832088278127}"
6,rflbat,rflbat_first_distance_filter,"[2, 38, 3, 97, 19, 60, 57, 50, 8, 15, 38, 3, 97, 19, 60, 57, 50, 8, 15]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.7232642938926717}"
