epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
1,rflbat,success,"[3, 71, 32, 58, 4, 24, 62, 67, 43, 29]","[71, 32, 58, 24, 62, 67, 43, 29]","[3, 4]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0001_rflbat.pkl
2,rflbat,success,"[0, 30, 57, 86, 66, 85, 54, 99, 23, 53]","[30, 57, 86, 66, 85, 54, 99, 23, 53]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0002_rflbat.pkl
3,rflbat,success,"[2, 39, 9, 63, 48, 35, 87, 5, 13, 50]","[39, 9, 63, 48, 35, 87, 5, 13, 50]",[2],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0003_rflbat.pkl
4,rflbat,success,"[1, 98, 26, 62, 6, 55, 78, 43, 84, 14]","[98, 26, 62, 6, 55, 78, 43, 84, 14]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0004_rflbat.pkl
5,rflbat,success,"[1, 93, 34, 19, 5, 40, 81, 43, 63, 67]","[93, 34, 19, 5, 40, 81, 43, 63, 67]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0005_rflbat.pkl
6,rflbat,success,"[2, 38, 3, 97, 19, 60, 57, 50, 8, 15]","[38, 97, 19, 60, 57, 50, 15]","[2, 3, 8]",10,7,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0006_rflbat.pkl
7,rflbat,success,"[3, 80, 92, 36, 93, 14, 37, 68, 67, 15]","[80, 92, 36, 93, 14, 37, 68, 67, 15]",[3],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0007_rflbat.pkl
8,rflbat,success,"[1, 39, 33, 92, 44, 95, 61, 42, 84, 78]","[39, 33, 92, 44, 95, 61, 42, 84, 78]",[1],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0008_rflbat.pkl
9,rflbat,success,"[2, 91, 18, 4, 6, 85, 82, 45, 7, 24]","[91, 18, 6, 85, 82, 45, 7, 24]","[2, 4]",10,8,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0009_rflbat.pkl
10,rflbat,success,"[0, 50, 35, 20, 96, 84, 68, 21, 29, 47]","[50, 35, 20, 96, 84, 68, 21, 29, 47]",[0],10,9,"[""rflbat_first_distance_filter"", ""rflbat_cluster_filter"", ""rflbat_final_distance_filter""]",../main/re_result_6-29_APRA/cifar10_500_Jul.02_12.16.52_rflbat_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0010_rflbat.pkl
