epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
1,deepsight,success,"[1, 10, 51, 26, 32, 3, 71, 38, 50, 6]","[1, 10, 51, 26, 32, 3, 71, 38, 50, 6]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0001_deepsight.pkl
2,deepsight,success,"[0, 61, 21, 96, 51, 20, 66, 99, 2, 31]","[0, 61, 21, 96, 51, 20, 66, 99, 2, 31]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0002_deepsight.pkl
3,deepsight,success,"[1, 90, 52, 40, 78, 7, 66, 37, 86, 64]","[1, 90, 52, 40, 78, 7, 66, 37, 86, 64]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0003_deepsight.pkl
4,deepsight,success,"[2, 74, 11, 81, 12, 56, 31, 33, 84, 91]","[2, 74, 11, 81, 12, 56, 31, 33, 84, 91]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0004_deepsight.pkl
5,deepsight,success,"[1, 88, 5, 30, 13, 8, 92, 89, 50, 53]","[1, 88, 5, 30, 13, 8, 92, 89, 50, 53]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0005_deepsight.pkl
6,deepsight,success,"[1, 99, 49, 56, 23, 97, 19, 68, 36, 47]","[1, 99, 49, 56, 23, 97, 19, 68, 36, 47]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0006_deepsight.pkl
7,deepsight,success,"[2, 40, 10, 38, 97, 0, 69, 82, 43, 59]","[2, 40, 10, 38, 97, 0, 69, 82, 43, 59]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0007_deepsight.pkl
8,deepsight,success,"[4, 49, 20, 21, 74, 46, 10, 98, 14, 82]","[4, 49, 20, 21, 74, 46, 10, 98, 14, 82]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0008_deepsight.pkl
9,deepsight,success,"[0, 66, 40, 68, 55, 11, 5, 49, 94, 54]","[0, 66, 40, 68, 55, 11, 5, 49, 94, 54]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0009_deepsight.pkl
10,deepsight,success,"[0, 95, 85, 8, 24, 50, 1, 38, 54, 76]","[0, 95, 85, 8, 24, 50, 1, 38, 54, 76]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0010_deepsight.pkl
11,deepsight,success,"[0, 82, 14, 57, 34, 79, 85, 43, 26, 66]","[0, 82, 14, 57, 34, 79, 85, 43, 26, 66]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0011_deepsight.pkl
12,deepsight,success,"[4, 14, 93, 49, 18, 40, 36, 10, 3, 54]","[4, 14, 93, 49, 18, 40, 36, 10, 3, 54]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0012_deepsight.pkl
13,deepsight,success,"[3, 81, 63, 70, 37, 41, 61, 29, 19, 10]","[3, 81, 63, 70, 37, 41, 61, 29, 19, 10]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0013_deepsight.pkl
14,deepsight,success,"[3, 45, 8, 23, 88, 36, 20, 28, 68, 74]","[3, 45, 8, 23, 88, 36, 20, 28, 68, 74]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0014_deepsight.pkl
15,deepsight,success,"[1, 45, 35, 96, 33, 2, 59, 10, 9, 83]","[1, 45, 35, 96, 33, 2, 59, 10, 9, 83]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0015_deepsight.pkl
16,deepsight,success,"[0, 88, 60, 97, 22, 79, 67, 48, 4, 32]","[0, 88, 60, 97, 22, 79, 67, 48, 4, 32]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0016_deepsight.pkl
17,deepsight,success,"[0, 45, 82, 96, 4, 55, 56, 57, 13, 33]","[0, 45, 82, 96, 4, 55, 56, 57, 13, 33]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0017_deepsight.pkl
18,deepsight,success,"[4, 44, 30, 29, 85, 26, 16, 64, 98, 11]","[4, 44, 30, 29, 85, 26, 16, 64, 98, 11]",[],10,10,"[""deepsight_ensemble_cluster"", ""deepsight_final_filter""]",../main/re_result_6-29_APRA/cifar100_500_Jul.03_13.02.24_deepsight_fix_True_no-mia_no-mia-class_no-noise_a3fl/agg_records/pkl/round_0018_deepsight.pkl
