epoch,method,stage,selected,rejected,human
1,deepsight,deepsight_ensemble_cluster,"[1, 10, 51, 26, 32, 3, 71, 38, 50, 6]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""neup_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ddif_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ensemble_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]}"
1,deepsight,deepsight_final_filter,"[1, 10, 51, 26, 32, 3, 71, 38, 50, 6]",[],"{""n_exceeds"": [1, 3, 3, 11, 25, 1, 1, 31, 21, 12], ""classification_boundary"": 3.5, ""identified_mals"": [1, 1, 1, 0, 0, 1, 1, 0, 0, 0], ""clusters"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""deleted_cluster_ids"": [-1]}"
2,deepsight,deepsight_ensemble_cluster,"[0, 61, 21, 96, 51, 20, 66, 99, 2, 31]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""neup_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ddif_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ensemble_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]}"
2,deepsight,deepsight_final_filter,"[0, 61, 21, 96, 51, 20, 66, 99, 2, 31]",[],"{""n_exceeds"": [1, 11, 18, 12, 5, 3, 21, 7, 1, 20], ""classification_boundary"": 4.5, ""identified_mals"": [1, 0, 0, 0, 0, 1, 0, 0, 1, 0], ""clusters"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""deleted_cluster_ids"": []}"
3,deepsight,deepsight_ensemble_cluster,"[1, 90, 52, 40, 78, 7, 66, 37, 86, 64]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""neup_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ddif_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ensemble_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]}"
3,deepsight,deepsight_final_filter,"[1, 90, 52, 40, 78, 7, 66, 37, 86, 64]",[],"{""n_exceeds"": [1, 12, 11, 9, 17, 9, 9, 21, 13, 17], ""classification_boundary"": 5.75, ""identified_mals"": [1, 0, 0, 0, 0, 0, 0, 0, 0, 0], ""clusters"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""deleted_cluster_ids"": []}"
4,deepsight,deepsight_ensemble_cluster,"[2, 74, 11, 81, 12, 56, 31, 33, 84, 91]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""neup_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ddif_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ensemble_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]}"
4,deepsight,deepsight_final_filter,"[2, 74, 11, 81, 12, 56, 31, 33, 84, 91]",[],"{""n_exceeds"": [1, 15, 10, 12, 5, 20, 11, 1, 5, 5], ""classification_boundary"": 3.75, ""identified_mals"": [1, 0, 0, 0, 0, 0, 0, 1, 0, 0], ""clusters"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""deleted_cluster_ids"": []}"
5,deepsight,deepsight_ensemble_cluster,"[1, 88, 5, 30, 13, 8, 92, 89, 50, 53]",[],"{""cosine_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""neup_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ddif_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""ensemble_cluster"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]}"
5,deepsight,deepsight_final_filter,"[1, 88, 5, 30, 13, 8, 92, 89, 50, 53]",[],"{""n_exceeds"": [1, 6, 13, 16, 7, 14, 11, 11, 15, 25], ""classification_boundary"": 6.0, ""identified_mals"": [1, 1, 0, 0, 0, 0, 0, 0, 0, 0], ""clusters"": [-1, -1, -1, -1, -1, -1, -1, -1, -1, -1], ""deleted_cluster_ids"": []}"
