epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
-2,rflbat,success,"[4, 31, 50, 89, 20, 52, 21, 76, 28, 26]","[4, 31, 50, 89, 20, 52, 21, 76, 28, 26]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_-002_rflbat.pkl
-1,rflbat,success,"[54, 75, 49, 45, 25, 73, 37, 16, 90, 39]","[54, 75, 49, 45, 25, 73, 37, 16, 90, 39]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_-001_rflbat.pkl
0,rflbat,success,"[98, 23, 48, 97, 81, 67, 49, 87, 27, 72]","[23, 48, 97, 81, 67, 49, 87, 27, 72]",[98],10,9,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0000_rflbat.pkl
1,rflbat,success,"[92, 38, 41, 91, 29, 49, 93, 90, 12, 80]","[92, 38, 41, 91, 49, 93, 80]","[29, 90, 12]",10,7,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0001_rflbat.pkl
2,rflbat,success,"[77, 37, 0, 17, 15, 93, 32, 59, 34, 72]","[77, 37, 17, 15, 93, 32, 59, 34, 72]",[0],10,9,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0002_rflbat.pkl
3,rflbat,success,"[64, 48, 28, 65, 12, 83, 47, 61, 69, 78]","[64, 48, 28, 65, 12, 83, 47, 61, 78]",[69],10,9,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0003_rflbat.pkl
4,rflbat,success,"[77, 62, 45, 74, 5, 36, 70, 50, 51, 23]","[77, 62, 45, 74, 5, 36, 70, 50, 51, 23]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0004_rflbat.pkl
5,rflbat,success,"[4, 52, 63, 66, 76, 54, 67, 39, 81, 7]","[4, 52, 63, 66, 76, 54, 67, 39, 81, 7]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0005_rflbat.pkl
6,rflbat,success,"[89, 25, 32, 10, 28, 98, 23, 11, 3, 39]","[89, 25, 32, 10, 28, 98, 23, 11, 3, 39]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0006_rflbat.pkl
7,rflbat,success,"[4, 67, 27, 8, 78, 36, 98, 37, 15, 43]","[4, 67, 27, 8, 78, 36, 98, 37, 15, 43]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0007_rflbat.pkl
8,rflbat,success,"[45, 54, 28, 38, 32, 68, 96, 18, 39, 47]","[45, 54, 28, 38, 32, 68, 96, 18, 39, 47]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0008_rflbat.pkl
9,rflbat,success,"[0, 32, 71, 87, 18, 20, 38, 57, 51, 35]","[32, 87, 18, 20, 38, 35]","[0, 71, 57, 51]",10,6,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0009_rflbat.pkl
10,rflbat,success,"[84, 54, 80, 58, 32, 53, 14, 98, 57, 36]","[84, 54, 80, 58, 32, 53, 14, 98, 57, 36]",[],10,10,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0010_rflbat.pkl
11,rflbat,success,"[41, 92, 89, 69, 71, 14, 61, 19, 42, 63]","[41, 92, 89, 71, 14, 61, 19, 42, 63]",[69],10,9,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0011_rflbat.pkl
12,rflbat,success,"[6, 79, 7, 4, 34, 43, 89, 5, 60, 49]","[6, 79, 7, 4, 34, 89, 5, 60, 49]",[43],10,9,[],re_result_6-29_APRA/cifar10_700_Jul.02_20.31.33_rflbat_True_no-noise_reba/agg_records/pkl/round_0012_rflbat.pkl
