epoch,method,status,initial_participants,final_selected,rejected,num_initial,num_final,stage_names,pkl_path
1,apra,success,"[1, 10, 51, 26, 32, 3, 71, 38, 50, 6]","[10, 51, 26, 32, 38, 50, 6]","[1, 3, 71]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0001_apra.pkl
2,apra,success,"[0, 61, 21, 96, 51, 20, 66, 99, 2, 31]","[61, 21, 96, 51, 66, 99, 31]","[0, 20, 2]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0002_apra.pkl
3,apra,success,"[1, 90, 52, 40, 78, 7, 66, 37, 86, 64]","[90, 52, 40, 78, 7, 66, 86, 64]","[1, 37]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0003_apra.pkl
4,apra,success,"[2, 74, 11, 81, 12, 56, 31, 33, 84, 91]","[11, 81, 12, 56, 31, 84, 91]","[2, 74, 33]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0004_apra.pkl
5,apra,success,"[1, 88, 5, 30, 13, 8, 92, 89, 50, 53]","[5, 30, 13, 8, 92, 89, 50, 53]","[1, 88]",10,8,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0005_apra.pkl
6,apra,success,"[1, 99, 49, 56, 23, 97, 19, 68, 36, 47]","[49, 56, 23, 19, 36]","[1, 99, 97, 68, 47]",10,5,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0006_apra.pkl
7,apra,success,"[2, 40, 10, 38, 97, 0, 69, 82, 43, 59]","[10, 38, 97, 69, 82, 43]","[2, 40, 0, 59]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0007_apra.pkl
8,apra,success,"[4, 49, 20, 21, 74, 46, 10, 98, 14, 82]","[21, 74, 46, 10, 98, 14, 82]","[4, 49, 20]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0008_apra.pkl
9,apra,success,"[0, 66, 40, 68, 55, 11, 5, 49, 94, 54]","[40, 55, 11, 5, 49, 94]","[0, 66, 68, 54]",10,6,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0009_apra.pkl
10,apra,success,"[0, 95, 85, 8, 24, 50, 1, 38, 54, 76]","[95, 85, 8, 24, 50, 38, 54]","[0, 1, 76]",10,7,"[""apra_mad_filter"", ""apra_hierarchical_cluster"", ""apra_trust_weighted_clip""]",../main/re_result_6-29_APRA/cifar100_500_Jul.02_12.09.39_apra_fix_True_no-mia_no-mia-class_no-noise_sin-adv_DOBA/agg_records/pkl/round_0010_apra.pkl
