epoch,method,stage,selected,rejected,human
1,apra,apra_mad_filter,"[10, 51, 26, 32, 71, 38, 50, 6]","[1, 3]","{""median_norm"": 1.1504464316704461, ""mad"": 0.4291754216046305, ""k"": 4.524187090179797, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
1,apra,apra_hierarchical_cluster,"[10, 51, 26, 32, 38, 50, 6]",[71],"{""best_k"": 2, ""best_score"": 0.6250534057617188, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.920295715332031, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
1,apra,apra_trust_weighted_clip,"[10, 51, 26, 32, 38, 50, 6]",[],"{""base_clip"": 1.0, ""trust_weights"": {""10"": 0.1666666716337204, ""51"": 0.1666666716337204, ""26"": 0.0, ""32"": 0.1666666716337204, ""38"": 0.1666666716337204, ""50"": 0.1666666716337204, ""6"": 0.1666666716337204}, ""num_aggregated"": 7}"
2,apra,apra_mad_filter,"[61, 21, 96, 51, 20, 66, 99, 31]","[0, 2]","{""median_norm"": 1.6010264348231786, ""mad"": 0.1617204259029984, ""k"": 4.093653765389909, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
2,apra,apra_hierarchical_cluster,"[61, 21, 96, 51, 66, 99, 31]",[20],"{""best_k"": 2, ""best_score"": 0.6725020408630371, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.9894819259643555, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
2,apra,apra_trust_weighted_clip,"[61, 21, 96, 51, 66, 99, 31]",[],"{""base_clip"": 1.0, ""trust_weights"": {""61"": 0.20000000298023224, ""21"": 0.20000000298023224, ""96"": 0.0, ""51"": 0.20000000298023224, ""66"": 0.20000000298023224, ""99"": 0.0, ""31"": 0.20000000298023224}, ""num_aggregated"": 7}"
3,apra,apra_mad_filter,"[90, 52, 40, 78, 7, 66, 37, 86, 64]",[1],"{""median_norm"": 1.4809541071653811, ""mad"": 0.12020047780827414, ""k"": 3.7040911034085893, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
3,apra,apra_hierarchical_cluster,"[90, 52, 40, 78, 7, 66, 86, 64]",[37],"{""best_k"": 2, ""best_score"": 0.49288877844810486, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 7.282597541809082, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
3,apra,apra_trust_weighted_clip,"[90, 52, 40, 78, 7, 66, 86, 64]",[],"{""base_clip"": 1.0, ""trust_weights"": {""90"": 0.1666666716337204, ""52"": 0.1666666716337204, ""40"": 0.1666666716337204, ""78"": 0.1666666716337204, ""7"": 0.0, ""66"": 0.0, ""86"": 0.1666666716337204, ""64"": 0.1666666716337204}, ""num_aggregated"": 8}"
4,apra,apra_mad_filter,"[11, 81, 12, 56, 31, 33, 84, 91]","[2, 74]","{""median_norm"": 1.3558386204188162, ""mad"": 0.0924200739839155, ""k"": 3.351600230178197, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
4,apra,apra_hierarchical_cluster,"[11, 81, 12, 56, 31, 84, 91]",[33],"{""best_k"": 2, ""best_score"": 0.781049370765686, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.93343448638916, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
4,apra,apra_trust_weighted_clip,"[11, 81, 12, 56, 31, 84, 91]",[],"{""base_clip"": 1.0, ""trust_weights"": {""11"": 0.07331383228302002, ""81"": 0.2844574451446533, ""12"": 0.0, ""56"": 0.0, ""31"": 0.2844574451446533, ""84"": 0.07331383228302002, ""91"": 0.2844574451446533}, ""num_aggregated"": 7}"
5,apra,apra_mad_filter,"[88, 5, 30, 13, 8, 92, 89, 50, 53]",[1],"{""median_norm"": 1.3871644923675794, ""mad"": 0.10832053306678391, ""k"": 3.032653298563167, ""num_accepted"": 9, ""safety_keep_used"": false, ""fallback_used"": false}"
5,apra,apra_hierarchical_cluster,"[5, 30, 13, 8, 92, 89, 50, 53]",[88],"{""best_k"": 2, ""best_score"": 0.4735783338546753, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.830080032348633, ""1"": -1.0}, ""num_trusted"": 8, ""fallback_used"": false}"
5,apra,apra_trust_weighted_clip,"[5, 30, 13, 8, 92, 89, 50, 53]",[],"{""base_clip"": 1.0, ""trust_weights"": {""5"": 0.17090165615081787, ""30"": 0.14549170434474945, ""13"": 0.17090165615081787, ""8"": 0.0, ""92"": 0.17090165615081787, ""89"": 0.17090165615081787, ""50"": 0.0, ""53"": 0.17090165615081787}, ""num_aggregated"": 8}"
6,apra,apra_mad_filter,"[49, 56, 23, 97, 19, 68, 36, 47]","[1, 99]","{""median_norm"": 1.3855456425867236, ""mad"": 0.07350342085386208, ""k"": 2.744058180470132, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
6,apra,apra_hierarchical_cluster,"[49, 56, 23, 19, 36]","[97, 68, 47]","{""best_k"": 4, ""best_score"": 0.408413290977478, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 4.537564277648926, ""1"": -1.0, ""2"": -1.0, ""3"": -1.0}, ""num_trusted"": 5, ""fallback_used"": false}"
6,apra,apra_trust_weighted_clip,"[49, 56, 23, 19, 36]",[],"{""base_clip"": 1.0, ""trust_weights"": {""49"": 0.0, ""56"": 0.5, ""23"": 0.0, ""19"": 0.5, ""36"": 0.0}, ""num_aggregated"": 5}"
7,apra,apra_mad_filter,"[10, 38, 97, 69, 82, 43, 59]","[2, 40, 0]","{""median_norm"": 1.4579562132772679, ""mad"": 0.24361599574420045, ""k"": 2.4829265189570475, ""num_accepted"": 7, ""safety_keep_used"": false, ""fallback_used"": false}"
7,apra,apra_hierarchical_cluster,"[10, 38, 97, 69, 82, 43]",[59],"{""best_k"": 2, ""best_score"": 0.763068675994873, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.987606048583984, ""1"": -1.0}, ""num_trusted"": 6, ""fallback_used"": false}"
7,apra,apra_trust_weighted_clip,"[10, 38, 97, 69, 82, 43]",[],"{""base_clip"": 1.0, ""trust_weights"": {""10"": 0.25, ""38"": 0.0, ""97"": 0.25, ""69"": 0.25, ""82"": 0.0, ""43"": 0.25}, ""num_aggregated"": 6}"
8,apra,apra_mad_filter,"[20, 21, 74, 46, 10, 98, 14, 82]","[4, 49]","{""median_norm"": 1.4528020105022035, ""mad"": 0.057719246959018866, ""k"": 2.246644820586108, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
8,apra,apra_hierarchical_cluster,"[21, 74, 46, 10, 98, 14, 82]",[20],"{""best_k"": 2, ""best_score"": 0.5961495637893677, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 6.80560827255249, ""1"": -1.0}, ""num_trusted"": 7, ""fallback_used"": false}"
8,apra,apra_trust_weighted_clip,"[21, 74, 46, 10, 98, 14, 82]",[],"{""base_clip"": 1.0, ""trust_weights"": {""21"": 0.1666666716337204, ""74"": 0.0, ""46"": 0.1666666716337204, ""10"": 0.1666666716337204, ""98"": 0.1666666716337204, ""14"": 0.1666666716337204, ""82"": 0.1666666716337204}, ""num_aggregated"": 7}"
9,apra,apra_mad_filter,"[40, 68, 55, 11, 5, 49, 94, 54]","[0, 66]","{""median_norm"": 1.4253469830897256, ""mad"": 0.0667984804766607, ""k"": 2.0328482987029957, ""num_accepted"": 8, ""safety_keep_used"": false, ""fallback_used"": false}"
9,apra,apra_hierarchical_cluster,"[40, 55, 11, 5, 49, 94]","[68, 54]","{""best_k"": 3, ""best_score"": 0.573207676410675, ""selected_cluster"": 0, ""cluster_scores"": {""0"": 5.906677722930908, ""1"": -1.0, ""2"": -1.0}, ""num_trusted"": 6, ""fallback_used"": false}"
