epoch,method,stage,selected,rejected,human
1,rflbat,rflbat_first_distance_filter,"[3, 71, 32, 58, 4, 24, 62, 67, 43, 29, 71, 32, 58, 4, 24, 62, 67, 43, 29]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.7308687409717379}"
1,rflbat,rflbat_cluster_filter,"[71, 32, 58, 24, 62, 67, 43, 29, 71, 32, 58, 24, 62, 67, 43, 29]","[3, 4]","{""accepted_indices"": [1, 2, 3, 5, 6, 7, 8, 9, 1, 2, 3, 5, 6, 7, 8, 9], ""num_clusters"": 3, ""cluster_scores"": [0.13833090982197493, 1.0000000000010294, 1]}"
1,rflbat,rflbat_final_distance_filter,"[71, 32, 58, 24, 62, 67, 43, 29]","[3, 4]","{""accepted_indices"": [1, 2, 3, 5, 6, 7, 8, 9, 1, 2, 3, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.0658078260670647}"
2,rflbat,rflbat_first_distance_filter,"[0, 30, 57, 86, 66, 85, 54, 99, 23, 53, 30, 57, 86, 66, 85, 54, 99, 23, 53]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.6604256031665781}"
2,rflbat,rflbat_cluster_filter,"[0, 30, 57, 86, 66, 85, 54, 99, 23, 53, 30, 57, 86, 66, 85, 54, 99, 23, 53]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.09126933429804408]}"
2,rflbat,rflbat_final_distance_filter,"[30, 57, 86, 66, 85, 54, 99, 23, 53]",[0],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.8683602761105168}"
3,rflbat,rflbat_first_distance_filter,"[2, 39, 9, 63, 48, 35, 87, 5, 13, 50, 39, 9, 63, 48, 35, 87, 5, 13, 50]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.4975402176724961}"
3,rflbat,rflbat_cluster_filter,"[2, 39, 9, 63, 48, 35, 87, 5, 13, 50, 39, 9, 63, 48, 35, 87, 5, 13, 50]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.1380282112650514]}"
3,rflbat,rflbat_final_distance_filter,"[39, 9, 63, 48, 35, 87, 5, 13, 50]",[2],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6582312129575902}"
4,rflbat,rflbat_first_distance_filter,"[1, 98, 26, 62, 6, 55, 78, 43, 84, 14, 98, 26, 62, 6, 55, 78, 43, 84, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.3968263112902022}"
4,rflbat,rflbat_cluster_filter,"[1, 98, 26, 62, 6, 55, 78, 43, 84, 14, 98, 26, 62, 6, 55, 78, 43, 84, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.10886358875178936]}"
4,rflbat,rflbat_final_distance_filter,"[98, 26, 62, 6, 55, 78, 43, 84, 14]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.4977192799908225}"
5,rflbat,rflbat_first_distance_filter,"[1, 93, 34, 19, 5, 40, 81, 43, 63, 67, 93, 34, 19, 5, 40, 81, 43, 63, 67]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.38079592654485306}"
5,rflbat,rflbat_cluster_filter,"[1, 93, 34, 19, 5, 40, 81, 43, 63, 67, 93, 34, 19, 5, 40, 81, 43, 63, 67]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.09775345415451178]}"
5,rflbat,rflbat_final_distance_filter,"[93, 34, 19, 5, 40, 81, 43, 63, 67]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.4682108881436165}"
6,rflbat,rflbat_first_distance_filter,"[2, 38, 3, 97, 19, 60, 57, 50, 8, 15, 38, 3, 97, 19, 60, 57, 50, 8, 15]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.7308658586749978}"
6,rflbat,rflbat_cluster_filter,"[38, 97, 19, 60, 57, 50, 15, 38, 97, 19, 60, 57, 50, 15]","[2, 3, 8]","{""accepted_indices"": [1, 3, 4, 5, 6, 7, 9, 1, 3, 4, 5, 6, 7, 9], ""num_clusters"": 4, ""cluster_scores"": [0.12018325064442013, 1.0000000000008067, 1, 1.0000000000015103]}"
6,rflbat,rflbat_final_distance_filter,"[38, 97, 19, 60, 57, 50, 15]","[2, 3, 8]","{""accepted_indices"": [1, 3, 4, 5, 6, 7, 9, 1, 3, 4, 5, 6, 7, 9], ""eps2"": 6, ""distance_median"": 0.024873135931679686}"
7,rflbat,rflbat_first_distance_filter,"[3, 80, 92, 36, 93, 14, 37, 68, 67, 15, 80, 92, 36, 93, 14, 37, 68, 67, 15]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.48633160255487873}"
7,rflbat,rflbat_cluster_filter,"[3, 80, 92, 36, 93, 14, 37, 68, 67, 15, 80, 92, 36, 93, 14, 37, 68, 67, 15]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.0957922035127586]}"
7,rflbat,rflbat_final_distance_filter,"[80, 92, 36, 93, 14, 37, 68, 67, 15]",[3],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.5776887617248543}"
8,rflbat,rflbat_first_distance_filter,"[1, 39, 33, 92, 44, 95, 61, 42, 84, 78, 39, 33, 92, 44, 95, 61, 42, 84, 78]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.4660697423501843}"
8,rflbat,rflbat_cluster_filter,"[1, 39, 33, 92, 44, 95, 61, 42, 84, 78, 39, 33, 92, 44, 95, 61, 42, 84, 78]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.14339849006654964]}"
8,rflbat,rflbat_final_distance_filter,"[39, 33, 92, 44, 95, 61, 42, 84, 78]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6347610409214213}"
9,rflbat,rflbat_first_distance_filter,"[2, 91, 18, 4, 6, 85, 82, 45, 7, 24, 91, 18, 4, 6, 85, 82, 45, 7, 24]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.7053116284871886}"
9,rflbat,rflbat_cluster_filter,"[91, 18, 6, 85, 82, 45, 7, 24, 91, 18, 6, 85, 82, 45, 7, 24]","[2, 4]","{""accepted_indices"": [1, 2, 4, 5, 6, 7, 8, 9, 1, 2, 4, 5, 6, 7, 8, 9], ""num_clusters"": 3, ""cluster_scores"": [0.12958865662283972, 1.000000000001013, 1]}"
9,rflbat,rflbat_final_distance_filter,"[91, 18, 6, 85, 82, 45, 7, 24]","[2, 4]","{""accepted_indices"": [1, 2, 4, 5, 6, 7, 8, 9, 1, 2, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.048050865637293036}"
10,rflbat,rflbat_first_distance_filter,"[0, 50, 35, 20, 96, 84, 68, 21, 29, 47, 50, 35, 20, 96, 84, 68, 21, 29, 47]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.6165518215312401}"
10,rflbat,rflbat_cluster_filter,"[0, 50, 35, 20, 96, 84, 68, 21, 29, 47, 50, 35, 20, 96, 84, 68, 21, 29, 47]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.17604354751708082]}"
10,rflbat,rflbat_final_distance_filter,"[50, 35, 20, 96, 84, 68, 21, 29, 47]",[0],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.7549017780604691}"
11,rflbat,rflbat_first_distance_filter,"[4, 79, 55, 80, 75, 40, 51, 48, 20, 14, 79, 55, 80, 75, 40, 51, 48, 20, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.44204559565452567}"
11,rflbat,rflbat_cluster_filter,"[4, 79, 55, 80, 75, 40, 51, 48, 20, 14, 79, 55, 80, 75, 40, 51, 48, 20, 14]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.10669582841968693]}"
11,rflbat,rflbat_final_distance_filter,"[79, 55, 80, 75, 40, 51, 48, 20, 14]",[4],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6301476295895336}"
12,rflbat,rflbat_first_distance_filter,"[4, 97, 5, 42, 59, 69, 28, 98, 33, 12, 97, 5, 42, 59, 69, 28, 98, 33, 12]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.4745801419282021}"
12,rflbat,rflbat_cluster_filter,"[4, 97, 5, 42, 59, 69, 28, 98, 33, 12, 97, 5, 42, 59, 69, 28, 98, 33, 12]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.1414856687605916]}"
12,rflbat,rflbat_final_distance_filter,"[97, 5, 42, 59, 69, 28, 98, 33, 12]",[4],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6624238708207744}"
13,rflbat,rflbat_first_distance_filter,"[4, 68, 1, 25, 34, 33, 7, 44, 69, 46, 68, 1, 25, 34, 33, 7, 44, 69, 46]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.6566913531380327}"
13,rflbat,rflbat_cluster_filter,"[25, 69, 46, 25, 69, 46]","[4, 68, 1, 34, 33, 7, 44]","{""accepted_indices"": [3, 8, 9, 3, 8, 9], ""num_clusters"": 6, ""cluster_scores"": [0.3352376263040817, 1.000000000001036, 1, 1.000000000003068, 1.0000000000017921, 0.3669548813426698]}"
13,rflbat,rflbat_final_distance_filter,"[25, 69, 46]","[4, 68, 1, 34, 33, 7, 44]","{""accepted_indices"": [3, 8, 9, 3, 8, 9], ""eps2"": 6, ""distance_median"": 0.014271964464376691}"
14,rflbat,rflbat_first_distance_filter,"[3, 72, 24, 35, 19, 32, 80, 82, 77, 61, 72, 24, 35, 19, 32, 80, 82, 77, 61]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.4691554162474022}"
14,rflbat,rflbat_cluster_filter,"[3, 72, 24, 35, 19, 32, 80, 82, 77, 61, 72, 24, 35, 19, 32, 80, 82, 77, 61]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.11251466051511072]}"
14,rflbat,rflbat_final_distance_filter,"[72, 24, 35, 19, 32, 80, 82, 77, 61]",[3],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6004211258383809}"
15,rflbat,rflbat_first_distance_filter,"[4, 9, 95, 37, 44, 59, 66, 48, 80, 90, 9, 95, 37, 44, 59, 66, 48, 80, 90]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.45746169420612015}"
15,rflbat,rflbat_cluster_filter,"[4, 9, 95, 37, 44, 59, 66, 48, 80, 90, 9, 95, 37, 44, 59, 66, 48, 80, 90]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.14997329948486868]}"
15,rflbat,rflbat_final_distance_filter,"[9, 95, 37, 44, 59, 66, 48, 80, 90]",[4],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.625571658013508}"
16,rflbat,rflbat_first_distance_filter,"[1, 8, 79, 78, 88, 26, 43, 21, 47, 10, 8, 79, 78, 88, 26, 43, 21, 47, 10]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.5039997096932338}"
16,rflbat,rflbat_cluster_filter,"[1, 8, 79, 78, 88, 26, 43, 21, 47, 10, 8, 79, 78, 88, 26, 43, 21, 47, 10]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.11433385026323052]}"
16,rflbat,rflbat_final_distance_filter,"[8, 79, 78, 88, 26, 43, 21, 47, 10]",[1],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.7217786094981685}"
17,rflbat,rflbat_first_distance_filter,"[4, 17, 5, 45, 9, 8, 25, 33, 89, 10, 17, 5, 45, 9, 8, 25, 33, 89, 10]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.5216694394787889}"
17,rflbat,rflbat_cluster_filter,"[4, 17, 5, 45, 9, 8, 25, 33, 89, 10, 17, 5, 45, 9, 8, 25, 33, 89, 10]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.08411712908525451]}"
17,rflbat,rflbat_final_distance_filter,"[17, 5, 45, 9, 8, 25, 33, 89, 10]",[4],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 0.6985993787791314}"
18,rflbat,rflbat_first_distance_filter,"[4, 16, 3, 5, 10, 96, 48, 40, 59, 47, 16, 3, 5, 10, 96, 48, 40, 59, 47]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.6935512677582476}"
18,rflbat,rflbat_cluster_filter,"[4, 16, 3, 5, 10, 96, 48, 40, 59, 47, 16, 3, 5, 10, 96, 48, 40, 59, 47]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 1, ""cluster_scores"": [0.07615233451814671]}"
18,rflbat,rflbat_final_distance_filter,"[4, 16, 3, 5, 10, 96, 48, 40, 59, 47]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps2"": 6, ""distance_median"": 1.0811226435065615}"
19,rflbat,rflbat_first_distance_filter,"[2, 83, 76, 70, 10, 14, 82, 34, 48, 63, 83, 76, 70, 10, 14, 82, 34, 48, 63]",[],"{""accepted_indices"": [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""eps1"": 10, ""distance_median"": 0.36066377800916893}"
19,rflbat,rflbat_cluster_filter,"[83, 76, 70, 10, 14, 82, 34, 48, 63, 83, 76, 70, 10, 14, 82, 34, 48, 63]",[2],"{""accepted_indices"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 1, 2, 3, 4, 5, 6, 7, 8, 9], ""num_clusters"": 2, ""cluster_scores"": [1, 0.16637403550309204]}"
